time,row,col,demand
257,1,6,67
261,5,4,27
71,1,4,19
47,7,3,0
234,6,1,0
183,0,4,15
119,4,0,4
653,2,4,82
650,4,1,31
715,1,1,13
553,7,6,10
521,3,7,23
285,5,2,5
261,1,6,50
541,0,4,49
528,4,2,0
528,7,4,15
470,0,5,42
633,7,1,0
449,4,6,13
40,7,4,49
428,4,7,43
308,0,5,83
627,4,5,194
632,7,7,0
444,7,0,0
565,7,7,26
0,5,0,0
381,1,2,39
494,2,2,100
505,0,3,67
622,0,0,0
235,5,5,34
435,7,7,8
346,0,2,0
197,3,0,0
666,2,2,133
269,3,0,0
621,5,2,0
694,4,5,95
668,4,3,172
296,2,1,0
659,3,0,0
64,3,6,380
80,4,5,4
427,1,2,51
276,3,0,0
705,4,0,0
81,0,4,73
260,5,3,14
403,5,1,0
141,3,7,28
476,2,6,194
626,0,6,49
187,1,0,0
30,4,0,0
68,6,4,39
410,7,0,0
250,5,2,0
133,5,7,46
140,6,7,0
341,3,5,37
69,2,3,301
272,0,4,0
418,6,0,0
81,0,0,12
43,2,0,9
456,0,6,56
3,3,0,0
419,3,0,0
175,7,6,0
0,3,2,0
159,7,2,0
172,1,2,7
666,3,7,102
486,0,2,8
498,0,7,167
555,7,2,0
365,6,2,0
154,3,6,388
595,0,4,88
236,3,1,0
194,5,7,20
19,6,6,68
481,6,3,0
655,0,7,20
372,4,0,0
564,4,1,26
184,1,4,7
183,2,7,46
479,4,6,366
186,7,2,0
123,4,7,0
354,4,2,0
197,5,3,0
644,0,7,30
59,5,1,3
202,5,1,0
399,6,3,41
576,2,3,115
376,6,3,17
301,0,3,141
692,7,3,0
498,3,2,45
577,4,2,0
311,0,0,6
450,1,6,20
621,0,6,64
698,7,6,35
664,0,1,51
299,0,5,0
29,7,1,0
280,7,3,5
408,0,1,24
444,0,3,20
337,6,3,6
574,2,1,10
472,0,0,0
338,1,1,6
288,0,6,6
451,6,7,8
720,0,0,23
231,0,5,21
672,4,2,0
724,7,5,23
420,2,7,31
599,1,4,44
64,2,2,45
376,4,5,57
210,5,3,8
227,6,4,0
577,0,3,122
124,3,0,0
513,0,0,0
29,5,4,9
649,3,0,12
15,6,0,0
204,4,7,48
629,0,2,60
319,3,7,6
54,6,5,3
405,4,7,30
267,4,5,38
337,5,5,75
487,3,6,8
418,5,4,0
492,4,3,8
539,2,3,9
364,0,1,0
594,1,3,220
600,2,2,64
486,4,5,22
74,7,4,4
328,7,0,0
459,7,1,0
158,1,4,151
464,4,1,13
42,1,4,23
446,4,4,86
297,1,4,0
273,3,4,0
700,6,1,0
300,2,5,9
704,6,2,13
0,2,5,11
284,4,4,38
552,1,1,10
385,4,1,11
608,7,2,0
333,5,7,57
423,1,4,82
574,6,1,0
199,4,7,0
581,4,0,0
513,6,5,23
237,4,5,68
606,0,0,11
579,6,2,0
553,2,4,126
588,3,4,54
285,1,2,41
137,5,3,13
233,5,1,0
713,2,7,13
321,1,5,10
142,2,7,28
45,0,5,261
169,5,3,7
461,5,0,0
102,2,7,0
210,3,0,8
610,6,1,0
680,5,5,0
670,5,0,0
718,0,4,147
118,1,5,40
81,3,6,146
401,5,6,41
152,1,0,0
65,5,4,19
166,7,5,4
376,6,1,0
156,4,0,0
112,7,0,0
309,5,7,6
667,1,0,12
245,7,2,0
515,6,2,0
433,4,7,184
586,7,6,0
181,1,3,34
451,5,1,0
635,2,6,11
148,5,7,0
93,3,7,154
196,4,3,33
631,1,3,60
248,5,7,14
15,4,7,51
489,6,5,0
696,0,6,350
633,7,5,0
67,7,2,0
478,7,1,0
134,2,4,170
20,2,5,959
299,2,0,0
448,7,5,0
590,5,0,0
182,1,6,7
80,0,1,4
15,1,5,153
460,6,0,0
331,0,4,26
508,2,6,176
599,4,5,203
584,7,3,17
277,0,4,0
294,0,3,19
555,3,3,74
677,2,7,66
589,4,6,132
98,3,6,29
270,2,1,0
277,0,1,0
311,7,0,0
451,0,0,0
580,5,1,0
342,6,3,0
606,6,5,11
36,0,3,195
349,0,2,48
720,0,3,281
487,0,0,0
678,5,5,41
11,1,0,0
365,1,6,7
157,7,0,0
188,7,1,0
523,2,2,29
719,4,7,112
68,2,2,57
531,3,5,215
689,2,0,0
660,2,4,71
356,2,1,0
7,7,5,0
47,2,7,20
404,5,5,96
13,7,5,14
503,1,2,131
676,4,4,66
181,2,4,4
493,6,7,28
553,1,6,277
89,1,3,63
619,7,6,0
174,1,2,0
395,5,3,0
174,6,7,4
315,3,0,0
546,0,1,31
51,1,2,3
72,1,0,0
624,7,4,11
163,3,2,4
648,3,3,90
704,5,6,91
241,5,7,14
237,1,4,34
242,1,4,9
2,2,7,0
682,6,2,0
103,0,6,6
523,2,1,0
643,0,6,116
683,4,7,0
650,0,2,63
492,4,6,22
233,7,2,0
557,0,0,10
107,6,1,0
681,5,6,0
408,3,4,137
300,0,1,9
376,7,7,7
342,6,4,0
393,0,2,0
587,5,3,0
672,2,2,33
374,6,1,0
527,1,2,114
526,4,6,486
164,5,1,4
156,3,4,117
331,7,3,6
555,6,6,52
312,1,2,36
24,7,1,0
427,5,0,7
552,5,2,0
321,5,0,0
128,2,4,13
420,5,3,7
229,7,4,13
603,2,7,121
10,4,6,58
51,1,1,0
468,7,7,8
388,6,3,0
687,6,3,0
662,4,7,184
176,2,6,0
482,7,5,36
451,6,5,40
71,2,5,117
460,0,7,90
682,0,1,0
15,5,5,51
84,4,2,28
97,2,1,13
317,1,5,32
412,3,0,0
693,4,6,41
498,3,1,14
435,5,3,20
251,3,0,0
728,5,6,368
296,4,2,0
637,3,2,0
342,1,0,0
134,1,5,129
245,4,6,0
511,7,2,0
620,5,6,36
31,2,3,0
191,1,1,12
534,3,5,49
397,1,2,53
255,2,7,58
630,0,1,0
608,2,1,0
90,1,6,95
666,1,6,368
40,5,4,14
474,2,1,0
688,4,1,0
696,6,3,0
470,2,5,125
563,5,7,0
39,4,6,100
382,7,1,0
248,1,2,0
672,4,4,140
612,2,7,0
268,5,2,14
227,2,1,0
554,1,6,319
664,3,6,267
127,4,4,13
653,0,3,90
616,4,2,0
95,4,2,6
300,5,0,0
65,6,6,42
215,2,3,68
28,2,4,3
584,5,1,0
454,2,4,99
160,2,4,66
188,1,3,19
499,6,0,0
46,6,0,0
204,4,2,0
458,1,5,34
96,1,7,43
452,1,2,45
170,4,3,0
137,2,6,934
384,3,6,500
314,4,5,71
515,5,3,0
571,3,3,94
502,6,7,14
460,4,0,0
296,5,6,0
554,4,1,0
644,4,0,0
424,1,5,132
413,2,1,7
490,0,0,0
555,1,3,116
697,4,2,0
476,5,6,61
29,2,6,0
395,0,1,0
207,3,6,48
312,3,5,422
616,4,3,18
268,2,7,9
554,4,4,84
394,5,6,0
10,3,4,208
716,0,0,43
550,1,7,209
233,4,0,8
418,6,6,0
685,1,7,375
135,4,3,11
404,5,4,30
68,7,6,19
455,1,5,91
664,7,7,0
151,3,7,0
466,7,5,0
701,2,4,238
260,3,6,231
522,3,4,61
124,3,6,0
657,3,2,0
657,3,3,31
154,5,2,0
28,3,6,0
151,0,2,14
205,6,2,0
690,6,6,0
32,3,1,9
635,0,1,0
42,1,0,0
169,7,6,15
658,1,1,0
187,4,2,0
435,7,0,0
305,7,1,0
586,2,3,27
551,1,3,135
100,7,4,0
289,0,1,6
98,6,7,27
71,4,1,6
344,3,6,17
401,6,0,0
232,3,3,21
664,4,7,20
463,2,0,0
533,3,1,9
283,5,7,18
545,7,2,0
580,4,7,186
718,2,5,203
197,4,1,5
433,7,7,8
715,5,4,69
306,7,5,6
141,7,4,13
481,5,3,8
288,5,4,0
483,2,4,14
213,4,1,5
38,1,4,40
259,1,6,31
287,6,6,18
305,3,4,55
718,3,0,13
521,5,1,0
589,6,7,10
122,6,2,0
716,1,2,69
726,0,1,59
585,2,5,0
631,4,5,0
681,6,0,0
632,0,4,0
212,2,5,234
615,2,0,0
10,5,1,3
548,1,7,215
439,4,5,13
217,1,7,50
610,4,1,0
417,4,4,0
57,1,4,252
207,0,6,88
388,2,4,48
294,2,0,0
101,7,3,0
499,1,1,22
339,6,5,27
320,5,0,0
623,4,1,57
166,0,4,322
235,4,2,0
720,6,6,104
169,4,5,46
316,5,2,0
233,2,2,8
217,1,1,5
201,1,4,0
697,1,7,125
474,0,5,82
562,3,6,0
714,4,6,69
378,1,1,46
450,4,4,86
540,1,4,65
285,3,6,52
320,2,3,0
235,7,6,0
705,1,5,99
721,5,4,14
171,7,1,0
523,1,3,85
719,4,2,0
560,7,6,0
426,4,5,87
197,4,3,5
392,7,5,0
389,1,7,48
408,5,2,19
384,7,2,0
701,2,3,147
669,6,7,63
468,7,5,21
643,2,5,67
409,1,4,137
173,3,4,7
319,4,7,0
293,2,0,0
189,2,7,24
282,7,6,47
136,4,7,135
229,5,3,5
148,3,1,0
467,4,0,0
454,7,7,25
325,4,2,0
449,4,0,0
629,2,0,0
483,5,4,45
632,4,2,0
533,0,5,55
484,4,6,95
514,0,1,9
226,3,0,0
266,7,3,0
479,0,5,401
539,7,0,0
533,7,4,9
528,4,6,439
611,4,6,0
390,5,0,0
671,0,1,39
295,1,2,6
150,7,6,4
280,4,1,5
187,1,6,19
82,1,6,111
694,4,7,54
224,0,3,5
145,7,1,0
209,4,5,105
712,2,3,13
235,2,2,13
343,2,6,48
401,5,1,7
532,2,3,49
165,1,7,398
216,5,4,13
389,5,1,0
133,5,0,0
617,3,7,64
397,0,5,119
231,2,7,34
667,0,6,267
563,4,6,0
710,2,2,0
715,7,6,0
461,1,1,13
15,6,3,3
663,1,3,388
98,6,1,0
46,2,6,247
221,6,7,0
210,0,1,0
690,5,6,0
519,7,5,0
439,6,7,0
544,2,3,344
252,2,6,31
690,3,7,0
151,6,5,0
533,7,6,9
600,1,4,203
515,2,6,9
141,7,2,0
359,1,1,0
108,5,7,4
148,6,3,0
217,7,1,0
258,2,5,67
251,7,0,0
428,2,5,144
665,2,1,0
398,0,6,89
386,7,7,11
465,2,5,0
53,2,7,0
650,4,3,141
401,4,7,53
240,7,0,0
155,7,7,0
169,3,4,53
97,7,3,0
510,5,0,0
440,4,3,0
55,5,5,9
498,7,2,0
487,1,5,22
392,0,5,0
704,5,4,43
92,1,2,89
383,1,5,249
730,6,2,0
379,3,1,7
135,7,5,7
68,0,6,1078
59,6,0,0
367,3,0,0
169,7,3,0
150,3,7,4
503,7,3,0
690,1,2,0
253,7,2,0
165,6,2,0
583,2,0,0
128,0,0,13
466,7,2,0
587,4,3,10
172,4,6,4
210,4,7,177
613,1,4,18
347,3,7,0
86,6,1,0
475,2,7,61
148,7,3,0
284,6,2,0
715,5,0,0
200,2,4,0
713,4,7,0
487,7,6,0
637,0,1,0
479,6,6,56
241,0,0,5
704,5,2,0
445,0,4,58
66,0,4,380
126,1,6,4
319,3,2,0
302,0,6,79
704,0,0,22
405,4,5,142
549,5,7,49
611,7,7,0
488,6,0,0
587,7,7,0
261,6,6,31
376,3,6,159
523,3,0,0
629,3,2,11
59,1,2,115
709,3,0,0
182,7,4,0
396,1,0,0
498,1,7,117
374,0,0,7
79,4,0,0
384,3,0,0
476,4,5,90
503,4,7,117
516,1,2,38
119,6,3,0
564,5,5,16
35,2,4,435
443,6,1,0
323,2,4,6
435,5,0,0
337,5,0,0
482,6,6,8
436,1,7,53
719,3,7,91
555,0,1,16
71,4,5,81
50,7,3,0
401,1,5,66
376,6,7,7
55,1,4,3
281,4,6,23
506,0,3,114
585,1,5,0
417,5,4,0
559,2,3,16
281,4,1,0
384,5,3,48
703,0,3,69
408,0,7,383
466,5,5,0
3,7,2,0
553,3,4,74
343,4,4,0
266,1,6,18
429,5,2,0
358,5,2,6
67,5,2,3
59,6,4,3
131,1,7,111
720,6,0,0
477,4,7,13
376,0,2,85
110,0,0,0
671,3,3,102
438,0,3,25
76,3,0,0
90,4,2,0
524,0,2,38
508,7,1,0
339,0,7,75
662,2,2,82
232,4,1,16
398,4,1,18
713,3,5,13
134,1,2,28
156,1,4,11
55,7,5,0
300,6,5,79
663,7,1,12
316,7,2,51
390,1,5,7
124,6,1,0
58,3,7,141
5,5,0,0
456,1,7,77
572,2,3,94
145,0,6,7
305,0,5,74
582,7,6,0
37,2,4,66
520,5,1,15
406,1,1,11
655,1,1,0
561,0,0,0
205,5,4,40
499,6,1,45
216,2,0,0
516,3,4,61
580,6,7,34
469,6,2,0
592,6,0,0
314,0,3,61
337,3,1,0
692,1,5,0
439,7,0,0
121,0,5,39
401,6,1,0
723,0,3,309
278,5,1,0
78,2,6,4
142,3,7,7
280,3,4,23
561,2,5,10
482,0,7,117
131,5,3,24
564,6,1,0
313,4,5,51
613,6,4,0
14,5,1,3
467,6,5,13
466,1,7,0
241,1,4,0
21,4,6,249
132,7,4,0
243,5,7,31
529,5,0,9
202,3,0,0
335,5,2,6
34,0,3,387
685,0,1,21
460,5,5,61
368,1,7,11
553,0,3,94
361,0,4,50
318,5,7,26
319,6,0,0
82,0,7,154
235,5,2,5
338,4,7,27
23,1,0,0
552,0,1,52
146,4,5,14
556,4,2,0
643,3,4,116
495,6,5,22
409,5,7,51
56,3,6,30
654,3,0,0
75,1,7,4
705,6,5,13
513,4,3,9
255,6,5,27
640,4,2,0
229,6,6,0
16,6,7,3
690,4,5,0
33,6,6,0
522,6,2,9
370,7,6,0
603,2,4,64
24,2,4,14
107,0,7,23
255,5,5,53
56,2,6,34
599,7,0,0
21,0,7,333
5,3,5,0
554,6,2,0
316,5,7,20
144,2,4,25
544,0,6,160
351,3,2,48
383,5,1,7
376,0,6,142
128,0,6,35
548,7,2,0
243,1,2,14
346,6,6,0
486,5,3,0
421,6,6,12
37,6,6,57
421,6,4,0
322,7,1,0
672,3,1,12
569,2,5,100
418,4,7,0
605,7,7,0
527,4,3,85
97,0,5,63
635,3,1,0
344,2,0,0
705,5,1,0
597,2,2,54
71,2,2,12
217,2,0,0
408,0,2,51
21,0,0,11
400,2,6,138
451,3,6,78
221,7,0,0
691,0,0,0
638,5,2,0
628,7,0,0
157,4,4,37
549,6,3,0
50,0,3,6
240,1,4,9
368,2,4,7
471,5,6,27
557,2,0,0
371,4,7,0
479,1,4,77
585,2,4,34
534,7,2,0
348,2,5,21
418,7,7,0
303,1,7,113
424,0,7,75
714,7,7,13
51,4,7,0
471,0,4,138
384,0,7,387
687,4,0,0
597,4,0,0
448,2,6,45
188,5,7,38
49,5,3,24
427,4,7,82
514,4,2,0
41,0,3,129
97,5,3,13
547,1,2,95
443,6,5,0
330,5,5,67
383,2,7,63
579,7,7,10
400,7,1,0
240,5,0,0
202,4,2,0
680,2,3,0
367,1,1,7
225,3,6,8
130,5,2,0
26,6,5,14
118,1,0,0
170,7,1,0
351,6,0,0
679,4,2,12
7,6,4,0
160,3,1,14
612,4,2,0
238,7,1,0
254,0,4,284
106,5,1,0
219,6,5,8
347,5,1,0
391,5,6,11
522,1,5,176
438,3,2,8
262,2,7,14
682,0,3,12
191,2,6,50
300,1,1,0
547,3,3,71
492,5,0,0
125,3,3,0
131,5,2,0
482,1,0,0
649,6,5,12
318,5,2,10
498,5,2,0
711,0,4,13
421,7,2,0
634,2,0,0
609,6,2,0
433,4,1,8
191,0,3,53
685,3,2,21
364,3,7,68
725,5,7,250
234,6,4,13
353,1,5,118
413,6,3,0
551,7,0,0
208,1,0,0
504,0,6,723
354,6,2,6
255,5,0,0
51,2,3,3
291,0,2,0
303,2,3,123
468,3,0,0
2,1,3,3
628,5,6,19
77,7,1,0
327,4,0,0
375,2,7,135
209,7,6,5
259,1,0,5
598,7,3,0
522,1,4,190
412,2,0,0
16,1,5,218
536,2,3,0
305,0,0,6
148,3,0,0
296,1,4,0
100,7,7,0
599,6,6,17
656,4,3,20
120,3,2,11
50,0,7,6
10,4,1,11
93,5,7,89
503,0,6,986
283,1,3,32
611,2,4,11
111,5,4,4
58,5,0,0
700,7,6,13
590,4,0,0
76,3,5,4
181,4,0,0
510,6,5,0
272,0,6,5
221,2,5,0
301,3,7,40
12,6,5,8
164,4,0,0
432,3,6,263
253,0,3,31
153,4,6,30
99,7,7,4
513,2,6,0
700,4,2,0
69,7,3,12
523,6,6,15
286,3,6,52
512,5,2,0
22,7,7,11
723,4,2,0
458,0,3,90
474,5,6,42
555,1,0,0
614,3,6,82
452,2,5,58
523,2,0,0
729,7,7,23
249,6,7,0
513,7,3,0
324,6,2,0
103,4,4,13
166,6,4,14
494,0,6,64
399,5,4,60
352,7,0,0
349,6,5,54
720,4,2,0
581,6,5,10
539,2,0,0
295,2,2,0
152,4,5,7
334,6,2,0
331,0,1,6
680,6,0,0
304,5,5,117
672,2,3,140
100,3,3,4
543,0,7,264
97,1,7,43
685,5,2,0
489,0,6,0
226,6,7,0
43,1,3,80
390,4,4,66
722,5,3,14
45,2,7,63
165,4,7,128
673,2,0,0
453,4,6,66
322,3,2,6
84,0,7,284
477,2,0,0
189,1,5,38
565,4,5,84
711,1,3,0
511,2,3,15
207,7,0,0
464,1,1,0
533,7,3,0
661,5,3,12
410,3,3,101
132,0,1,4
204,3,7,12
562,1,4,0
442,1,0,0
305,4,3,123
195,5,1,0
311,3,3,64
124,6,2,0
58,0,3,111
137,3,0,4
644,0,6,49
394,4,0,0
211,5,6,154
600,5,2,11
219,6,2,0
681,3,6,12
313,4,3,87
569,5,5,94
719,7,1,0
400,3,4,71
370,0,4,11
511,6,1,0
471,5,3,8
690,5,2,0
54,3,5,3
55,4,5,3
195,2,5,25
701,2,6,3216
561,7,5,0
173,6,6,0
268,1,2,5
149,3,4,4
146,5,3,4
57,1,1,530
63,0,4,117
435,3,4,139
594,4,2,0
212,6,1,0
504,6,7,29
218,7,6,5
365,0,0,0
578,6,5,27
340,3,7,33
477,7,7,8
312,3,6,212
597,7,7,10
389,0,2,18
707,7,6,13
160,7,2,0
566,5,4,10
331,3,5,145
600,7,7,64
420,0,4,12
284,3,5,9
465,5,6,0
101,4,5,0
566,6,0,0
60,7,5,54
45,0,4,80
382,1,7,107
622,6,0,0
457,2,2,27
137,6,3,129
663,0,7,866
541,1,1,15
396,6,4,0
307,0,4,89
1,5,2,0
365,3,1,7
415,3,3,19
656,2,0,0
272,4,7,0
223,3,1,0
392,0,7,11
41,7,2,0
69,6,4,6
574,0,7,352
517,7,5,0
339,3,0,0
624,4,6,97
6,7,0,0
536,1,6,0
527,7,2,0
31,4,2,0
273,4,1,0
617,5,0,18
687,4,7,0
282,5,7,29
91,0,1,6
710,3,1,0
480,0,5,521
281,6,4,0
542,2,4,120
495,1,0,0
27,1,0,0
466,5,1,0
684,4,5,33
723,4,1,82
551,2,1,15
329,5,4,32
52,7,0,0
656,5,4,0
77,6,3,0
617,3,6,64
47,1,6,54
490,6,6,22
517,5,3,0
16,6,5,22
398,4,5,41
621,2,6,64
673,6,2,0
14,2,5,99
421,2,1,0
486,4,7,45
22,2,2,14
405,4,6,358
693,2,6,247
498,7,7,22
146,7,2,0
276,5,1,0
503,5,4,28
236,7,2,0
125,6,0,0
340,4,7,10
592,1,4,105
117,0,6,17
169,5,4,7
481,7,4,0
123,3,5,21
616,6,7,11
262,2,1,17
319,5,0,0
255,1,0,5
704,0,1,22
227,3,5,16
313,2,1,0
641,2,1,0
427,4,6,176
671,0,0,51
626,5,1,0
255,1,5,80
583,6,6,0
327,2,7,42
95,6,4,4
715,6,3,0
226,5,0,0
149,7,0,0
516,0,2,15
334,7,3,0
249,5,1,0
57,4,4,186
603,6,7,0
652,1,2,71
555,4,3,74
546,2,5,160
332,5,4,6
466,4,3,0
58,0,7,313
532,6,0,0
132,3,2,4
551,1,2,89
430,0,1,63
562,2,6,10
465,3,2,0
209,1,6,85
580,0,1,0
358,0,2,48
328,1,7,71
315,3,4,61
340,0,1,21
593,3,2,10
697,7,0,0
113,6,6,6
466,4,2,0
474,1,4,61
566,7,1,0
203,2,2,28
672,5,1,0
111,3,6,33
97,5,4,6
357,0,2,33
277,5,6,0
709,3,4,0
111,3,3,23
3,4,3,3
438,5,1,0
559,3,7,16
466,2,5,0
380,4,3,68
341,6,1,0
585,1,2,17
174,5,1,0
646,7,6,30
98,1,3,33
180,1,5,12
232,0,2,8
146,0,3,18
577,7,0,0
336,1,7,173
124,1,1,0
473,5,4,61
261,4,4,22
464,7,5,0
235,0,4,5
542,6,6,9
362,0,5,92
655,7,6,12
563,5,2,0
549,2,7,80
102,6,3,0
367,7,1,0
455,5,3,53
415,7,5,0
76,5,6,4
282,5,6,0
467,0,7,0
297,2,4,6
40,1,7,315
466,4,7,8
158,0,6,304
93,5,4,12
547,3,2,31
53,4,4,0
209,0,4,28
219,2,3,8
134,2,7,83
79,4,3,4
363,6,1,0
2,2,6,3
628,3,6,127
661,1,6,141
470,4,1,0
89,7,4,0
223,2,1,0
48,5,4,15
672,1,0,0
366,0,5,11
303,5,5,9
585,5,3,0
524,1,5,228
460,7,4,27
466,1,5,0
107,5,6,6
326,7,3,0
19,2,2,58
531,7,6,9
34,5,1,0
696,5,3,22
625,7,1,0
666,2,1,12
4,2,1,0
320,4,1,0
219,1,2,8
285,7,2,0
663,3,6,114
265,5,2,0
686,0,7,0
199,6,1,0
24,2,2,14
575,1,6,864
193,3,5,56
462,4,5,56
554,0,2,84
41,7,0,0
143,5,5,24
182,5,3,4
594,4,1,27
187,5,3,0
343,5,3,6
63,4,3,9
592,6,5,44
728,6,3,23
340,0,5,48
518,5,7,85
547,3,1,0
723,2,7,141
134,6,4,21
425,1,5,144
208,2,7,56
224,5,1,0
149,2,6,0
240,0,5,39
508,4,5,91
287,4,5,56
681,7,2,0
297,6,4,0
585,0,2,0
449,7,5,0
105,6,1,0
463,7,1,0
147,5,7,4
722,4,1,14
133,3,3,70
152,5,6,0
658,0,1,0
658,6,5,12
698,5,6,78
401,1,4,53
8,5,5,24
702,3,0,0
287,3,0,0
713,2,2,0
107,1,3,20
9,6,4,77
346,0,7,0
187,0,6,27
3,7,5,0
483,3,1,0
718,5,3,43
681,2,0,0
45,7,7,3
578,2,3,166
312,6,1,0
310,1,4,30
290,2,2,0
594,1,0,0
609,6,7,0
207,1,6,45
579,5,1,0
580,4,3,203
414,7,3,7
42,7,5,3
575,2,6,1425
298,5,7,0
412,3,7,43
471,4,3,0
251,1,2,36
94,0,5,41
3,0,7,3
268,3,6,14
332,6,2,0
247,3,3,0
70,3,1,3
205,1,3,61
447,6,6,0
405,0,1,18
616,0,2,64
720,5,5,118
646,0,1,0
631,7,4,19
701,4,5,540
194,0,6,12
489,1,7,22
729,7,0,0
285,3,0,0
145,3,6,37
148,4,4,0
623,7,6,46
77,2,6,4
374,3,5,103
304,6,3,9
278,1,4,5
379,7,7,7
84,4,4,73
667,5,1,20
406,0,0,18
540,3,0,0
520,0,0,9
584,4,6,17
420,6,5,7
722,2,7,191
160,6,6,55
563,1,0,0
708,7,2,0
447,3,7,45
347,7,7,6
76,0,6,12
617,5,5,36
293,6,5,25
95,2,1,12
464,5,3,13
231,3,0,5
591,0,5,166
329,7,5,0
558,4,7,16
172,6,5,7
440,1,5,0
639,3,2,11
123,2,6,11
561,5,6,0
109,4,1,13
546,3,4,104
480,6,1,0
394,1,4,18
327,6,2,0
709,7,4,0
506,2,5,214
26,1,4,3
205,3,0,0
2,4,7,0
43,6,1,11
225,5,6,0
541,0,5,104
143,2,6,94
118,2,5,50
39,5,7,419
73,0,1,0
9,3,0,0
692,3,7,0
181,0,6,19
118,3,1,13
55,7,6,9
587,2,5,27
224,3,7,0
408,2,6,1083
86,2,4,202
381,7,3,7
675,5,7,41
369,2,5,7
314,0,2,36
0,2,7,3
536,3,1,0
712,5,7,0
166,4,4,80
124,6,5,11
150,3,2,0
252,6,3,0
193,4,3,25
617,0,7,57
154,4,5,110
410,2,3,164
350,1,3,114
458,7,2,0
450,6,7,20
341,2,7,37
53,0,1,0
633,6,6,0
20,4,3,46
49,4,6,27
675,5,3,33
188,6,0,0
315,1,0,0
225,3,3,16
520,4,3,15
643,7,1,0
552,1,5,445
294,5,4,6
112,5,7,27
361,3,7,103
39,7,7,32
460,5,1,0
24,7,2,0
256,0,1,31
543,1,0,0
255,3,5,84
616,7,1,0
259,7,5,22
125,5,6,0
705,7,7,35
187,4,6,19
683,6,1,0
389,0,3,41
338,6,3,0
37,0,1,9
448,1,2,40
173,7,3,0
496,4,7,100
125,1,0,0
650,6,7,31
681,5,2,0
590,5,5,254
460,6,5,48
438,5,7,40
142,7,3,0
84,5,4,47
54,2,3,12
433,4,3,91
596,5,2,34
516,7,7,9
233,4,4,26
403,2,6,149
382,0,3,74
359,5,4,64
724,2,7,354
629,4,4,30
570,3,4,277
707,5,2,0
528,2,7,264
0,5,6,3
101,0,3,0
528,3,2,9
396,3,6,11
707,7,7,13
718,6,7,35
711,4,7,0
29,1,6,0
301,7,0,0
705,3,6,281
24,0,3,40
567,5,0,0
234,3,6,26
484,2,4,28
481,4,6,290
550,4,7,144
686,7,0,0
669,0,4,122
179,0,5,19
430,5,0,0
714,7,6,0
58,0,6,156
361,6,5,7
319,6,1,0
369,7,2,0
493,1,0,0
579,2,5,210
167,0,1,0
231,6,2,5
481,6,6,45
478,0,2,13
408,1,5,368
697,1,6,259
114,5,5,46
395,5,1,0
74,3,5,28
590,5,6,10
624,1,5,194
496,0,0,14
162,7,5,7
360,1,5,362
461,7,0,0
625,0,4,60
447,1,1,0
182,3,6,19
380,1,0,0
635,4,5,11
213,5,3,25
502,4,7,64
81,3,2,53
657,4,3,12
142,2,3,63
367,7,2,0
516,2,6,38
670,6,2,20
33,1,2,97
356,3,6,237
480,3,4,109
438,0,2,33
599,7,2,0
610,4,6,0
728,3,1,73
538,6,2,0
77,3,6,0
167,3,7,142
600,6,3,0
214,1,2,56
705,1,3,212
324,2,6,20
513,5,7,0
387,0,4,53
702,4,2,0
175,0,1,0
449,5,2,8
147,4,1,0
474,7,7,8
492,5,3,0
201,0,1,0
20,7,0,0
602,6,4,36
53,1,1,0
74,0,6,10
703,4,3,203
67,6,7,100
560,1,7,0
366,0,0,0
395,5,0,0
456,2,7,111
119,3,0,0
318,4,2,0
579,0,0,0
680,2,5,0
470,7,4,0
53,6,6,6
538,1,6,0
433,6,6,20
136,3,3,59
318,2,2,16
414,3,1,7
59,5,2,0
486,7,7,0
384,2,1,37
266,6,1,0
150,5,5,0
604,7,1,0
207,6,0,0
110,3,7,37
351,0,3,206
355,3,1,6
423,7,1,0
58,7,3,0
557,7,1,0
559,6,4,0
107,1,1,0
52,5,7,0
635,7,5,0
671,6,6,39
718,6,3,22
67,0,6,1243
360,6,7,39
230,5,3,0
64,6,2,0
615,1,6,46
645,5,1,0
144,2,3,37
19,0,5,642
509,3,4,47
556,2,3,84
13,1,2,24
254,5,1,0
493,6,5,14
464,0,7,13
273,0,1,0
139,0,5,348
208,2,5,45
193,3,1,0
98,5,3,4
351,3,4,108
125,0,5,0
243,0,3,9
635,7,4,0
107,2,1,4
156,6,0,0
476,7,6,8
535,6,7,0
266,4,6,52
167,2,3,80
141,1,6,777
409,5,1,0
211,2,5,174
24,5,7,6
46,5,4,18
38,7,7,20
27,6,6,3
343,5,2,0
551,6,6,71
227,6,3,0
389,3,4,89
458,4,3,111
107,5,5,4
340,1,2,64
646,7,1,0
53,0,0,0
606,7,6,0
552,6,2,16
405,5,1,0
676,6,0,0
410,7,2,0
43,0,2,72
503,6,1,0
525,0,3,99
644,6,5,78
297,7,3,0
538,3,4,15
585,7,3,0
430,7,0,0
634,7,3,0
126,0,2,0
537,3,1,0
11,3,6,90
58,4,3,39
640,6,3,0
615,2,3,57
410,6,4,24
34,5,4,218
22,6,7,8
83,1,3,281
90,7,5,12
610,0,5,0
261,7,6,9
380,4,2,7
185,5,0,0
100,0,0,0
265,7,2,0
532,2,0,0
68,6,6,184
206,7,3,5
649,6,3,20
586,6,3,0
81,5,6,53
310,3,5,239
726,7,6,23
